20171127153000,-86700
20171127151900,-86700
20171127151800,-86700
20171127151700,-86700
20171127151600,-86800
20171127151500,-87000
20171127151400,-86900
20171127151300,-87000
20171127151200,-87000
20171127151100,-87000
20171127151000,-87000
20171127150900,-87000
20171127150800,-87000
20171127150700,-87000
20171127150600,-87100
20171127150500,-87100
20171127150400,-87100
20171127150300,-87100
20171127150200,-87100
20171127150100,-87100
20171127150000,-87200
20171127145900,-87100
20171127145800,-87100
20171127145700,-87200
20171127145600,-87200
20171127145500,-87000
20171127145400,-87000
20171127145300,-87000
20171127145200,-87000
20171127145100,-87000
20171127145000,-87000
20171127144900,-87000
20171127144800,-87000
20171127144700,-87000
20171127144600,-87000
20171127144500,-87000
20171127144400,-87000
20171127144300,-87000
20171127144200,-87000
20171127144100,-87000
20171127144000,-87000
20171127143900,-87000
20171127143800,-87000
20171127143700,-87000
20171127143600,-87000
20171127143500,-87000
20171127143400,-87000
20171127143300,-86900
20171127143200,-87000
20171127143100,-87000
20171127143000,-87000
20171127142900,-87000
20171127142800,-87000
20171127142700,-87000
20171127142600,-87000
20171127142500,-87000
20171127142400,-87000
20171127142300,-87000
20171127142200,-87000
20171127142100,-87000
20171127142000,-87000
20171127141900,-87000
20171127141800,-87000
20171127141700,-87000
20171127141600,-87000
20171127141500,-87000
20171127141400,-87000
20171127141300,-87000
20171127141200,-87100
20171127141100,-87100
20171127141000,-87100
20171127140900,-87100
20171127140800,-87100
20171127140700,-87100
20171127140600,-87100
20171127140500,-87100
20171127140400,-87100
20171127140300,-87100
20171127140200,-87100
20171127140100,-87000
20171127140000,-87000
20171127135900,-87000
20171127135800,-87000
20171127135700,-87000
20171127135600,-87000
20171127135500,-86900
20171127135400,-86800
20171127135300,-86800
20171127135200,-86900
20171127135100,-86900
20171127135000,-86900
20171127134900,-86800
20171127134800,-86800
20171127134700,-86800
20171127134600,-86700
20171127134500,-86600
20171127134400,-86500
20171127134300,-86500
20171127134200,-86600
20171127134100,-86600
20171127134000,-86600
20171127133900,-86600
20171127133800,-86600
20171127133700,-86600
20171127133600,-86600
20171127133500,-86700
20171127133400,-86700
20171127133300,-86700
20171127133200,-86700
20171127133100,-86700
20171127133000,-86700
20171127132900,-86700
20171127132800,-86700
20171127132700,-86700
20171127132600,-86600
20171127132500,-86600
20171127132400,-86600
20171127132300,-86600
20171127132200,-86500
20171127132100,-86300
20171127132000,-86300
20171127131900,-86500
20171127131800,-86500
20171127131700,-86600
20171127131600,-86600
20171127131500,-86600
20171127131400,-86600
20171127131300,-86600
20171127131200,-86600
20171127131100,-86800
20171127131000,-86800
20171127130900,-86800
20171127130800,-86800
20171127130700,-86800
20171127130600,-86800
20171127130500,-86800
20171127130400,-86800
20171127130300,-86800
20171127130200,-86800
20171127130100,-86700
20171127130000,-86700
20171127125900,-86700
20171127125800,-86700
20171127125700,-86700
20171127125600,-86700
20171127125500,-86600
20171127125400,-86600
20171127125300,-86500
20171127125200,-86500
20171127125100,-86500
20171127125000,-86500
20171127124900,-86500
20171127124800,-86500
20171127124700,-86500
20171127124600,-86500
20171127124500,-86700
20171127124400,-86700
20171127124300,-86700
20171127124200,-86700
20171127124100,-86700
20171127124000,-86700
20171127123900,-86700
20171127123800,-86700
20171127123700,-86600
20171127123600,-86400
20171127123500,-86400
20171127123400,-86500
20171127123300,-86600
20171127123200,-86600
20171127123100,-86600
20171127123000,-86600
20171127122900,-86600
20171127122800,-86600
20171127122700,-86600
20171127122600,-86400
20171127122500,-86300
20171127122400,-86400
20171127122300,-86500
20171127122200,-86500
20171127122100,-86500
20171127122000,-86500
20171127121900,-86600
20171127121800,-86700
20171127121700,-86700
20171127121600,-86700
20171127121500,-86700
20171127121400,-86700
20171127121300,-86700
20171127121200,-86700
20171127121100,-86700
20171127121000,-86700
20171127120900,-86700
20171127120800,-86700
20171127120700,-86800
20171127120600,-86800
20171127120500,-86800
20171127120400,-87000
20171127120300,-87200
20171127120200,-87300
20171127120100,-87300
20171127120000,-87300
20171127115900,-87300
20171127115800,-87300
20171127115700,-87300
20171127115600,-87400
20171127115500,-87400
20171127115400,-87400
20171127115300,-87400
20171127115200,-87400
20171127115100,-87400
20171127115000,-87400
20171127114900,-87400
20171127114800,-87400
20171127114700,-87400
20171127114600,-87400
20171127114500,-87400
20171127114400,-87300
20171127114300,-87300
20171127114200,-87300
20171127114100,-87300
20171127114000,-87300
20171127113900,-87200
20171127113800,-87200
20171127113700,-87200
20171127113600,-87200
20171127113500,-87100
20171127113400,-87000
20171127113300,-87000
20171127113200,-87100
20171127113100,-87000
20171127113000,-87000
20171127112900,-87000
20171127112800,-87300
20171127112700,-87300
20171127112600,-87300
20171127112500,-87400
20171127112400,-87400
20171127112300,-87000
20171127112200,-86800
20171127112100,-86800
20171127112000,-86900
20171127111900,-86800
20171127111800,-86700
20171127111700,-86600
20171127111600,-86600
20171127111500,-86600
20171127111400,-86600
20171127111300,-86600
20171127111200,-86700
20171127111100,-86800
20171127111000,-87000
20171127110900,-87100
20171127110800,-87300
20171127110700,-87400
20171127110600,-87200
20171127110500,-87300
20171127110400,-87300
20171127110300,-87400
20171127110200,-87500
20171127110100,-87500
20171127110000,-87600
20171127105900,-87800
20171127105800,-87800
20171127105700,-87900
20171127105600,-87800
20171127105500,-87800
20171127105400,-87800
20171127105300,-87800
20171127105200,-87700
20171127105100,-87900
20171127105000,-87900
20171127104900,-87900
20171127104800,-88000
20171127104700,-87900
20171127104600,-87900
20171127104500,-88000
20171127104400,-88000
20171127104300,-88000
20171127104200,-88000
20171127104100,-88000
20171127104000,-88000
20171127103900,-87900
20171127103800,-87900
20171127103700,-87700
20171127103600,-87600
20171127103500,-87600
20171127103400,-87600
20171127103300,-87600
20171127103200,-87800
20171127103100,-88000
20171127103000,-88100
20171127102900,-88200
20171127102800,-88300
20171127102700,-88300
20171127102600,-88200
20171127102500,-88200
20171127102400,-88200
20171127102300,-88200
20171127102200,-88000
20171127102100,-88000
20171127102000,-88000
20171127101900,-87300
20171127101800,-87200
20171127101700,-87300
20171127101600,-87300
20171127101500,-87400
20171127101400,-87500
20171127101300,-87500
20171127101200,-87600
20171127101100,-87600
20171127101000,-87600
20171127100900,-87500
20171127100800,-87700
20171127100700,-87800
20171127100600,-87600
20171127100500,-87700
20171127100400,-87800
20171127100300,-87800
20171127100200,-87800
20171127100100,-87800
20171127100000,-87900
20171127095900,-88000
20171127095800,-88000
20171127095700,-88000
20171127095600,-88000
20171127095500,-88000
20171127095400,-87800
20171127095300,-87800
20171127095200,-87700
20171127095100,-87800
20171127095000,-87800
20171127094900,-87800
20171127094800,-87800
20171127094700,-87800
20171127094600,-87800
20171127094500,-87900
20171127094400,-87800
20171127094300,-88200
20171127094200,+88800
20171127094100,-87900
20171127094000,-87700
20171127093900,-87900
20171127093800,-88000
20171127093700,-87900
20171127093600,-87900
20171127093500,-88100
20171127093400,-88200
20171127093300,-88300
20171127093200,-88200
20171127093100,-88300
20171127093000,-88400
20171127092900,-88300
20171127092800,88600
20171127092700,+88700
20171127092600,+88800
20171127092500,+88900
20171127092400,+88900
20171127092300,+89000
20171127092200,+89000
20171127092100,+89000
20171127092000,+88700
20171127091900,+89000
20171127091800,+89100
20171127091700,+89200
20171127091600,+89300
20171127091500,+89500
20171127091400,+89500
20171127091300,+89200
20171127091200,+89000
20171127091100,+89100
20171127091000,+89200
20171127090900,+88700
20171127090800,-88400
20171127090700,-88400
20171127090600,+88700
20171127090500,+88700
20171127090400,+88700
20171127090300,+89200
20171127090200,+89200
20171127090100,+89600
20171127090000,+89700
20171124153500,-88600
20171124153000,-88600
20171124151900,-88600
20171124151800,-88600
20171124151700,-88700
20171124151600,-88800
20171124151500,-88800
20171124151400,-88700
20171124151300,-88800
20171124151200,-88800
20171124151100,-88800
20171124151000,-88900
20171124150900,-89100
20171124150800,-89200
20171124150700,-89200
20171124150600,-89200
20171124150500,-89200
20171124150400,-89400
20171124150300,-89600
20171124150200,-89700
20171124150100,+90000
20171124150000,89800
20171124145900,-89500
20171124145800,-89400
20171124145700,-89400
20171124145600,-89500
20171124145500,-89600
20171124145400,-89600
20171124145300,-89400
20171124145200,-89200
20171124145100,-89100
20171124145000,-89100
